area_type,area_name,area_code,date,new_cases_by_publish_date,cum_cases_by_publish_date,cum_cases_by_publish_date_rate,new_cases_by_specimen_date,cum_cases_by_specimen_date,cum_cases_by_specimen_date_rate,male_cases,female_cases,new_pillar_one_tests_by_publish_date,cum_pillar_one_tests_by_publish_date,new_pillar_two_tests_by_publish_date,cum_pillar_two_tests_by_publish_date,new_pillar_three_tests_by_publish_date,cum_pillar_three_tests_by_publish_date,new_admissions,cum_admissions,cum_admissions_by_age,cum_tests_by_publish_date,new_tests_by_publish_date,covid_occupied_mv_beds,hospital_cases,new_deaths_28_days_by_publish_date,cum_deaths_28_days_by_publish_date,cum_deaths_28_days_by_publish_date_rate,new_deaths_28_days_by_death_date,cum_deaths_28_days_by_death_date,cum_deaths_28_days_by_death_date_rate,new_people_vaccinated_first_dose_by_publish_date,new_people_vaccinated_second_dose_by_publish_date,cum_people_vaccinated_first_dose_by_publish_date,cum_people_vaccinated_second_dose_by_publish_date,new_people_vaccinated_third_injection_by_publish_date,cum_people_vaccinated_third_injection_by_publish_date,daily_cases_change,daily_deaths_change,daily_vaccinations_change,month,week,day_of_week,year_partition,male_cases_0_to_4,female_cases_0_to_4,male_cases_5_to_9,female_cases_5_to_9,male_cases_10_to_14,female_cases_10_to_14,male_cases_15_to_19,female_cases_15_to_19,male_cases_20_to_24,female_cases_20_to_24,male_cases_25_to_29,female_cases_25_to_29,male_cases_30_to_34,female_cases_30_to_34,male_cases_35_to_39,female_cases_35_to_39,male_cases_40_to_44,female_cases_40_to_44,male_cases_45_to_49,female_cases_45_to_49,male_cases_50_to_54,female_cases_50_to_54,male_cases_55_to_59,female_cases_55_to_59,male_cases_60_to_64,female_cases_60_to_64,male_cases_65_to_69,female_cases_65_to_69,male_cases_70_to_74,female_cases_70_to_74,male_cases_75_to_79,female_cases_75_to_79,male_cases_80_to_84,female_cases_80_to_84,male_cases_85_to_89,female_cases_85_to_89,male_cases_90+,female_cases_90+
nation,Wales,W92000004,2020-03-08,0.0,2.0,0.1,1.0,5.0,0.2,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-09,2.0,4.0,0.1,3.0,8.0,0.3,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-10,2.0,6.0,0.2,12.0,20.0,0.6,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3,11,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-11,9.0,15.0,0.5,14.0,34.0,1.1,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3,11,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-12,10.0,25.0,0.8,25.0,59.0,1.9,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3,11,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-13,13.0,38.0,1.2,29.0,88.0,2.8,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3,11,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-14,22.0,60.0,1.9,18.0,106.0,3.3,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,3,11,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-15,34.0,94.0,3.0,31.0,137.0,4.3,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,3,11,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-16,30.0,124.0,3.9,29.0,166.0,5.2,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,3,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-17,12.0,136.0,4.3,57.0,223.0,7.0,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,3,12,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-18,13.0,149.0,4.7,29.0,252.0,8.0,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3,12,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-19,21.0,170.0,5.4,58.0,310.0,9.8,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-20,21.0,191.0,6.0,73.0,383.0,12.1,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3,12,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-21,89.0,280.0,8.8,76.0,459.0,14.5,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.0,0.1,7.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,0.0,3,12,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-22,67.0,347.0,10.9,75.0,534.0,16.8,[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,12.0,0.4,5.0,20.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,67.0,9.0,0.0,3,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-23,71.0,418.0,13.2,134.0,668.0,21.1,[],[],0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,[],0.0,0.0,16.0,110.0,4.0,16.0,0.5,4.0,24.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,71.0,4.0,0.0,3,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-24,60.0,478.0,15.1,140.0,808.0,25.5,[],[],0.0,0.0,0.0,0.0,0.0,0.0,63.0,95.0,[],0.0,0.0,30.0,150.0,1.0,17.0,0.5,9.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,3,13,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-25,150.0,628.0,19.8,190.0,998.0,31.5,[],[],0.0,0.0,0.0,0.0,0.0,0.0,178.0,273.0,[],0.0,0.0,31.0,188.0,5.0,22.0,0.7,10.0,43.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,150.0,5.0,0.0,3,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-26,113.0,741.0,23.4,177.0,1175.0,37.1,[],[],0.0,0.0,0.0,0.0,0.0,0.0,107.0,380.0,[],0.0,0.0,36.0,203.0,6.0,28.0,0.9,11.0,54.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,113.0,6.0,0.0,3,13,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-27,180.0,921.0,29.1,193.0,1368.0,43.2,[],[],0.0,0.0,0.0,0.0,0.0,0.0,118.0,498.0,[],0.0,0.0,37.0,243.0,6.0,34.0,1.1,10.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,6.0,0.0,3,13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-28,172.0,1093.0,34.5,167.0,1535.0,48.4,[],[],0.0,0.0,0.0,0.0,0.0,0.0,126.0,624.0,[],0.0,0.0,53.0,310.0,4.0,38.0,1.2,15.0,79.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,172.0,4.0,0.0,3,13,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-29,148.0,1241.0,39.2,159.0,1694.0,53.4,[],[],0.0,0.0,0.0,0.0,0.0,0.0,133.0,757.0,[],0.0,0.0,71.0,329.0,10.0,48.0,1.5,18.0,97.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,148.0,10.0,0.0,3,13,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-30,210.0,1451.0,45.8,343.0,2037.0,64.3,[],[],0.0,0.0,0.0,0.0,0.0,0.0,147.0,904.0,[],0.0,0.0,68.0,387.0,14.0,62.0,2.0,16.0,113.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,210.0,14.0,0.0,3,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-03-31,112.0,1563.0,49.3,278.0,2315.0,73.0,[],[],855.0,9987.0,0.0,0.0,0.0,0.0,158.0,1062.0,[],0.0,0.0,81.0,439.0,7.0,69.0,2.2,15.0,128.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,7.0,0.0,3,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-01,274.0,1837.0,58.0,327.0,2642.0,83.4,[],[],942.0,10929.0,0.0,0.0,0.0,0.0,207.0,1269.0,[],0.0,0.0,100.0,483.0,29.0,98.0,3.1,21.0,149.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,274.0,29.0,0.0,4,14,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-02,284.0,2121.0,66.9,337.0,2979.0,94.0,[],[],1090.0,12019.0,0.0,0.0,0.0,0.0,139.0,1408.0,[],0.0,0.0,110.0,525.0,19.0,117.0,3.7,28.0,177.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,284.0,19.0,0.0,4,14,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-03,345.0,2466.0,77.8,330.0,3309.0,104.4,[],[],1110.0,13129.0,0.0,0.0,0.0,0.0,110.0,1518.0,[],0.0,0.0,110.0,568.0,24.0,141.0,4.4,29.0,206.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,345.0,24.0,0.0,4,14,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-04,387.0,2853.0,90.0,281.0,3590.0,113.3,[],[],1000.0,14129.0,0.0,0.0,0.0,0.0,134.0,1652.0,[],0.0,0.0,122.0,596.0,13.0,154.0,4.9,31.0,237.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,387.0,13.0,0.0,4,14,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-05,344.0,3197.0,100.9,224.0,3814.0,120.3,[],[],910.0,15039.0,0.0,0.0,0.0,0.0,134.0,1786.0,[],0.0,0.0,131.0,664.0,12.0,166.0,5.2,30.0,267.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,344.0,12.0,0.0,4,14,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-06,302.0,3499.0,110.4,383.0,4197.0,132.4,[],[],696.0,15735.0,0.0,0.0,0.0,0.0,123.0,1909.0,[],0.0,0.0,137.0,731.0,27.0,193.0,6.1,20.0,287.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,302.0,27.0,0.0,4,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-07,291.0,3790.0,119.6,386.0,4583.0,144.6,[],[],794.0,16529.0,0.0,0.0,0.0,0.0,196.0,2105.0,[],0.0,0.0,144.0,738.0,19.0,212.0,6.7,32.0,319.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,291.0,19.0,0.0,4,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-08,283.0,4073.0,128.5,386.0,4969.0,156.8,[],[],21.0,16550.0,0.0,0.0,0.0,0.0,158.0,2263.0,[],0.0,0.0,150.0,816.0,33.0,245.0,7.7,42.0,361.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,283.0,33.0,0.0,4,15,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-09,16.0,4089.0,129.0,391.0,5360.0,169.1,[],[],1254.0,17804.0,0.0,0.0,0.0,0.0,126.0,2389.0,[],0.0,0.0,161.0,795.0,41.0,286.0,9.0,43.0,404.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,16.0,41.0,0.0,4,15,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-10,502.0,4591.0,144.8,308.0,5668.0,178.8,[],[],912.0,18716.0,0.0,0.0,0.0,0.0,129.0,2518.0,[],0.0,0.0,153.0,833.0,29.0,315.0,9.9,25.0,429.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,502.0,29.0,0.0,4,15,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-11,340.0,4930.0,155.5,247.0,5915.0,186.6,[],[],1005.0,19721.0,0.0,0.0,0.0,0.0,106.0,2624.0,[],0.0,0.0,149.0,865.0,36.0,351.0,11.1,31.0,460.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,339.0,36.0,0.0,4,15,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-12,367.0,5297.0,167.1,248.0,6163.0,194.4,[],[],770.0,20491.0,0.0,0.0,0.0,0.0,168.0,2792.0,[],0.0,0.0,153.0,910.0,18.0,369.0,11.6,37.0,497.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,367.0,18.0,0.0,4,15,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-13,313.0,5610.0,177.0,273.0,6436.0,203.1,[],[],678.0,21169.0,0.0,0.0,0.0,0.0,130.0,2922.0,[],0.0,0.0,155.0,897.0,15.0,384.0,12.1,43.0,540.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,15.0,0.0,4,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-14,238.0,5848.0,184.5,319.0,6755.0,213.1,[],[],703.0,21872.0,0.0,0.0,0.0,0.0,106.0,3028.0,[],0.0,0.0,151.0,919.0,19.0,403.0,12.7,26.0,566.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,238.0,19.0,0.0,4,16,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-15,272.0,6118.0,193.0,361.0,7116.0,224.5,[],[],755.0,22627.0,0.0,0.0,0.0,0.0,151.0,3179.0,[],0.0,0.0,150.0,884.0,60.0,463.0,14.6,38.0,604.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,270.0,60.0,0.0,4,16,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-16,284.0,6401.0,202.0,363.0,7479.0,236.0,[],[],705.0,23332.0,0.0,0.0,0.0,0.0,104.0,3283.0,[],0.0,0.0,155.0,844.0,32.0,495.0,15.6,35.0,639.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,283.0,32.0,0.0,4,16,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-17,244.0,6645.0,209.6,324.0,7803.0,246.2,[],[],783.0,24114.0,0.0,0.0,0.0,0.0,151.0,3434.0,[],0.0,0.0,159.0,825.0,11.0,506.0,16.0,30.0,669.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,244.0,11.0,0.0,4,16,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-18,292.0,6936.0,218.8,248.0,8051.0,254.0,[],[],1056.0,25170.0,0.0,0.0,0.0,0.0,129.0,3563.0,[],0.0,0.0,164.0,818.0,28.0,534.0,16.8,32.0,701.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,291.0,28.0,0.0,4,16,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-19,334.0,7270.0,229.4,181.0,8232.0,259.7,[],[],921.0,26091.0,0.0,0.0,0.0,0.0,102.0,3665.0,[],0.0,0.0,153.0,828.0,41.0,575.0,18.1,26.0,727.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,334.0,41.0,0.0,4,16,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-20,276.0,7546.0,238.1,281.0,8513.0,268.6,[],[],1033.0,27124.0,0.0,0.0,0.0,0.0,114.0,3779.0,[],0.0,0.0,150.0,853.0,9.0,584.0,18.4,25.0,752.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,276.0,9.0,0.0,4,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-21,304.0,7850.0,247.7,259.0,8772.0,276.8,[],[],964.0,28088.0,0.0,0.0,0.0,0.0,117.0,3896.0,[],0.0,0.0,135.0,838.0,25.0,609.0,19.2,30.0,782.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,304.0,25.0,0.0,4,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-22,274.0,8124.0,256.3,253.0,9025.0,284.7,[],[],816.0,28904.0,0.0,0.0,0.0,0.0,127.0,4023.0,[],0.0,0.0,132.0,773.0,15.0,624.0,19.7,23.0,805.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,274.0,15.0,0.0,4,17,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-23,234.0,8358.0,263.7,200.0,9225.0,291.0,[],[],1027.0,29931.0,0.0,0.0,0.0,0.0,134.0,4157.0,[],0.0,0.0,123.0,741.0,17.0,641.0,20.2,18.0,823.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,17.0,0.0,4,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nation,Wales,W92000004,2020-04-24,243.0,8601.0,271.4,213.0,9438.0,297.8,[],[],1301.0,31232.0,0.0,0.0,0.0,0.0,135.0,4292.0,[],0.0,0.0,119.0,743.0,110.0,751.0,23.7,31.0,854.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,243.0,110.0,0.0,4,17,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
